lon	lat	depth	m_l	err_abs	err_avgrel	area
74.236	38.408	113.08	3.1	2.2	-	deepPamir
71.858	37.539	113.17	3.6	3.0	1.9	deepPamir
71.915	37.584	113.19	3.9	2.3	1.9	deepPamir
71.665	37.231	113.26	2.6	5.5	1.9	deepPamir
71.807	37.340	113.26	4.4	2.5	1.9	deepPamir
72.217	37.815	113.26	3.8	1.8	1.9	deepPamir
71.783	37.341	113.28	2.4	5.2	1.9	deepPamir
74.039	38.468	113.30	3.9	2.4	-	deepPamir
71.667	37.245	113.32	2.9	4.1	1.9	deepPamir
71.749	37.297	113.32	2.4	3.8	1.9	deepPamir
72.411	37.869	113.34	2.5	3.0	1.9	deepPamir
71.648	37.067	113.35	2.7	3.9	1.9	deepPamir
73.409	38.440	113.36	4.1	2.2	1.9	deepPamir
71.790	37.165	113.40	2.7	11.1	-	deepPamir
71.649	37.297	113.45	3.1	3.1	1.9	deepPamir
72.230	37.733	113.45	2.7	2.5	1.9	deepPamir
71.541	36.848	113.47	3.3	3.4	1.9	deepPamir
72.786	38.168	113.51	3.9	11.4	-	deepPamir
71.642	37.252	113.54	3.6	3.1	1.9	deepPamir
72.530	37.813	113.68	2.8	2.4	1.9	deepPamir
72.210	37.674	113.69	2.9	4.5	1.9	deepPamir
71.758	37.411	113.70	3.2	2.6	1.9	deepPamir
73.924	38.404	113.73	2.7	3.2	1.9	deepPamir
71.656	37.307	113.78	3.9	2.9	1.9	deepPamir
74.470	38.362	113.86	2.5	4.3	-	deepPamir
71.703	37.242	113.87	2.4	3.7	1.9	deepPamir
71.613	37.121	113.92	4.4	2.3	1.9	deepPamir
71.683	37.311	113.92	2.6	3.7	1.9	deepPamir
72.544	38.038	113.92	3.7	5.0	1.9	deepPamir
73.438	38.456	113.96	3.8	2.0	1.9	deepPamir
72.809	38.134	114.00	2.8	3.1	-	deepPamir
73.400	38.420	114.04	2.5	5.1	1.9	deepPamir
71.882	37.521	114.06	3.3	3.1	1.9	deepPamir
71.689	37.227	114.07	3.1	5.0	1.9	deepPamir
71.569	36.932	114.08	2.6	3.4	1.9	deepPamir
72.110	37.755	114.08	3.5	3.3	1.9	deepPamir
71.583	36.973	114.11	3.2	4.8	1.9	deepPamir
71.742	37.171	114.11	2.7	7.4	1.9	deepPamir
75.523	37.904	114.11	3.6	7.7	-	deepPamir
71.946	37.583	114.14	3.3	3.5	1.9	deepPamir
71.617	37.219	114.17	3.1	3.2	1.9	deepPamir
71.982	37.599	114.30	3.0	4.4	1.9	deepPamir
71.993	37.480	114.31	2.7	4.2	1.9	deepPamir
72.141	37.726	114.31	3.1	2.3	1.9	deepPamir
71.688	37.276	114.36	3.3	2.7	1.9	deepPamir
73.435	38.436	114.36	3.5	2.5	1.9	deepPamir
71.709	37.166	114.39	3.2	3.0	1.9	deepPamir
73.047	38.405	114.45	2.0	3.3	-	deepPamir
72.083	37.752	114.47	2.7	6.4	1.9	deepPamir
71.725	37.198	114.48	3.0	5.7	1.9	deepPamir
71.634	37.238	114.54	3.4	2.6	1.9	deepPamir
72.382	37.841	114.55	2.5	4.4	1.9	deepPamir
71.915	37.478	114.56	2.8	3.2	1.9	deepPamir
72.025	37.626	114.58	3.3	2.1	1.9	deepPamir
72.126	37.766	114.60	2.7	3.7	1.9	deepPamir
71.667	37.067	114.62	2.5	3.9	1.9	deepPamir
72.011	37.530	114.63	2.7	4.3	1.9	deepPamir
72.274	37.736	114.66	3.6	1.9	1.9	deepPamir
73.431	38.419	114.73	2.6	2.6	1.9	deepPamir
73.615	38.423	114.73	1.9	5.2	-	deepPamir
71.579	36.834	114.75	3.5	3.3	1.9	deepPamir
73.264	38.332	114.79	2.5	4.8	1.9	deepPamir
71.648	37.286	114.85	2.6	3.7	1.9	deepPamir
71.931	37.559	114.85	2.9	2.2	1.9	deepPamir
71.636	37.027	114.94	3.7	4.2	1.9	deepPamir
71.919	37.453	114.97	2.6	2.7	1.9	deepPamir
72.176	37.740	115.00	3.0	4.9	1.9	deepPamir
71.694	37.172	115.04	4.1	3.1	1.9	deepPamir
71.640	37.067	115.08	2.7	4.9	1.9	deepPamir
71.776	37.302	115.09	2.8	4.8	1.9	deepPamir
73.016	38.243	115.10	3.0	2.8	1.9	deepPamir
72.441	37.806	115.12	3.1	2.0	1.9	deepPamir
72.164	37.738	115.17	3.4	1.9	1.9	deepPamir
71.653	37.240	115.27	4.0	2.6	1.9	deepPamir
71.887	37.557	115.28	3.2	3.3	1.9	deepPamir
75.278	37.946	115.29	3.3	9.4	-	deepPamir
71.883	37.525	115.34	3.1	2.4	1.9	deepPamir
75.819	37.860	115.38	2.6	6.8	-	deepPamir
72.436	37.943	115.42	2.5	6.6	1.9	deepPamir
71.744	37.273	115.44	2.6	4.8	1.9	deepPamir
71.675	37.253	115.45	3.5	4.8	1.9	deepPamir
72.047	37.636	115.54	3.4	5.0	1.9	deepPamir
72.257	37.763	115.61	2.7	5.8	1.9	deepPamir
72.105	37.495	115.75	2.2	9.1	1.9	deepPamir
72.412	37.885	115.76	2.3	11.4	1.9	deepPamir
71.917	37.557	115.77	2.5	3.1	1.9	deepPamir
72.121	37.681	115.81	3.8	3.1	1.9	deepPamir
71.684	37.221	115.82	3.1	3.0	1.9	deepPamir
72.065	37.536	115.88	2.5	4.1	1.9	deepPamir
72.134	37.653	115.91	2.4	4.8	1.9	deepPamir
71.670	37.182	115.92	2.3	4.6	1.9	deepPamir
71.790	37.453	115.92	3.4	3.1	1.9	deepPamir
71.679	37.274	116.06	3.0	3.8	1.9	deepPamir
71.930	37.566	116.09	2.2	6.9	1.9	deepPamir
72.057	37.647	116.11	3.2	5.3	1.9	deepPamir
72.134	37.725	116.13	2.7	3.6	1.9	deepPamir
72.058	37.705	116.15	2.2	2.9	1.9	deepPamir
71.815	37.081	116.17	2.8	7.5	-	deepPamir
72.393	37.809	116.17	2.6	2.5	1.9	deepPamir
73.711	38.418	116.22	2.5	5.4	1.9	deepPamir
71.653	37.056	116.28	3.2	3.3	1.9	deepPamir
71.829	37.477	116.31	3.5	1.9	1.9	deepPamir
73.167	38.247	116.31	2.6	6.4	1.9	deepPamir
71.776	37.366	116.32	2.9	5.3	1.9	deepPamir
75.741	38.251	116.33	2.1	6.2	1.9	deepPamir
71.655	37.205	116.36	3.5	2.7	1.9	deepPamir
71.873	37.500	116.38	2.9	3.4	1.9	deepPamir
72.365	37.827	116.39	2.5	2.7	1.9	deepPamir
71.676	37.359	116.43	2.7	3.2	1.9	deepPamir
71.651	37.221	116.45	3.9	2.9	1.9	deepPamir
72.482	37.811	116.45	2.4	4.4	1.9	deepPamir
74.386	38.372	116.45	2.6	5.5	-	deepPamir
71.829	37.347	116.47	2.7	2.8	1.9	deepPamir
72.062	37.623	116.50	2.7	5.9	1.9	deepPamir
72.059	37.560	116.55	2.7	3.9	-	deepPamir
72.173	37.705	116.60	3.2	4.7	1.9	deepPamir
71.727	37.297	116.61	2.5	4.2	1.9	deepPamir
71.940	37.553	116.63	2.6	3.7	1.9	deepPamir
72.952	38.114	116.67	2.4	3.9	-	deepPamir
71.606	37.133	116.70	2.7	5.9	1.9	deepPamir
72.348	37.888	116.75	4.5	5.9	1.9	deepPamir
71.634	37.201	116.77	3.8	3.8	1.9	deepPamir
73.174	38.250	116.89	2.4	4.4	1.9	deepPamir
72.536	37.869	116.92	2.8	4.2	1.9	deepPamir
73.310	38.449	116.92	3.5	11.6	-	deepPamir
71.933	37.575	116.97	3.0	7.2	1.9	deepPamir
72.177	37.718	117.01	3.6	3.7	1.9	deepPamir
71.706	37.240	117.04	2.8	3.2	1.9	deepPamir
71.927	37.557	117.07	3.8	2.8	1.9	deepPamir
73.222	38.267	117.11	2.5	5.9	1.9	deepPamir
72.120	37.779	117.16	3.4	5.2	1.9	deepPamir
73.762	38.212	117.16	2.7	8.5	-	deepPamir
71.999	37.502	117.29	3.2	2.4	1.9	deepPamir
72.274	37.982	117.43	2.5	7.6	-	deepPamir
71.752	37.130	117.45	2.8	2.7	1.9	deepPamir
73.903	38.421	117.49	2.2	4.9	1.9	deepPamir
72.101	37.492	117.55	2.9	3.8	1.9	deepPamir
72.610	37.972	117.56	3.0	9.0	-	deepPamir
72.276	37.858	117.58	2.3	4.0	-	deepPamir
71.579	36.842	117.59	2.7	3.8	1.9	deepPamir
71.668	37.014	117.60	2.9	6.0	1.9	deepPamir
75.278	38.266	117.64	2.6	4.2	-	deepPamir
71.703	37.310	117.66	3.2	2.4	1.9	deepPamir
75.107	38.201	117.68	4.5	4.4	-	deepPamir
72.167	37.719	117.72	2.5	3.5	1.9	deepPamir
73.067	38.289	117.72	3.2	2.1	1.9	deepPamir
72.222	37.697	117.81	2.6	3.2	1.9	deepPamir
73.443	38.444	117.82	2.5	4.0	1.9	deepPamir
71.979	37.486	117.86	2.9	5.4	-	deepPamir
71.700	37.253	117.89	2.4	4.3	1.9	deepPamir
72.666	38.087	117.91	2.3	3.7	1.9	deepPamir
71.667	37.239	117.92	2.3	3.6	1.9	deepPamir
72.506	37.987	117.92	4.0	4.2	1.9	deepPamir
72.157	37.732	117.97	3.4	2.9	1.9	deepPamir
71.811	37.349	118.13	2.5	3.8	1.9	deepPamir
72.245	37.119	118.18	3.8	13.7	-	deepPamir
71.774	37.120	118.24	2.4	3.2	1.9	deepPamir
72.151	37.458	118.30	2.3	5.5	1.9	deepPamir
72.643	38.087	118.30	2.8	2.5	1.9	deepPamir
71.661	37.224	118.34	2.6	4.1	1.9	deepPamir
71.546	36.868	118.37	4.5	3.0	1.9	deepPamir
72.184	37.748	118.40	2.7	3.3	1.9	deepPamir
72.469	37.955	118.53	3.2	2.1	1.9	deepPamir
72.527	38.004	118.53	3.8	2.1	1.9	deepPamir
71.675	37.263	118.55	3.3	3.1	1.9	deepPamir
71.812	37.469	118.55	2.4	4.6	1.9	deepPamir
72.084	37.698	118.63	3.7	3.7	1.9	deepPamir
73.001	38.203	118.65	2.3	4.1	1.9	deepPamir
71.831	37.460	118.69	4.0	3.2	1.9	deepPamir
73.301	38.281	118.69	2.1	8.0	1.9	deepPamir
72.126	37.666	118.76	3.0	4.7	1.9	deepPamir
71.690	37.254	118.86	2.4	3.1	1.9	deepPamir
71.759	37.321	118.91	2.6	4.5	1.9	deepPamir
72.169	37.729	118.94	3.3	3.1	1.9	deepPamir
71.944	37.173	118.97	3.4	3.2	1.9	deepPamir
73.825	38.416	119.02	2.8	4.4	-	deepPamir
71.658	37.206	119.04	3.8	3.1	1.9	deepPamir
71.855	37.364	119.10	3.1	2.6	1.9	deepPamir
72.006	37.657	119.11	3.0	4.4	1.9	deepPamir
72.107	37.688	119.12	2.4	6.4	1.9	deepPamir
72.225	37.751	119.21	2.5	8.0	1.9	deepPamir
72.526	37.870	119.33	2.6	2.9	1.9	deepPamir
71.766	37.266	119.36	3.0	3.3	1.9	deepPamir
72.161	37.693	119.37	3.0	2.4	1.9	deepPamir
72.585	37.990	119.45	2.5	3.7	1.9	deepPamir
71.763	37.375	119.46	2.8	2.8	1.9	deepPamir
71.888	37.355	119.47	3.7	3.9	1.9	deepPamir
71.781	37.369	119.56	3.0	3.2	1.9	deepPamir
71.675	37.216	119.57	3.8	4.6	1.9	deepPamir
71.880	37.164	119.67	2.6	6.7	-	deepPamir
72.071	37.488	119.71	2.9	6.1	1.9	deepPamir
73.926	38.411	119.90	2.7	3.4	1.9	deepPamir
75.482	38.425	119.90	2.6	10.5	-	deepPamir
72.747	37.923	119.92	2.6	3.0	1.9	deepPamir
71.635	36.985	119.93	3.5	2.6	1.9	deepPamir
71.848	37.361	119.93	3.0	3.2	1.9	deepPamir
71.922	37.460	119.94	2.8	3.0	1.9	deepPamir
74.337	38.393	119.94	2.9	2.9	-	deepPamir
71.663	37.213	119.95	3.2	3.9	1.9	deepPamir
71.737	37.330	119.95	3.0	2.6	1.9	deepPamir
73.176	38.246	119.97	1.7	6.1	1.9	deepPamir
71.678	37.185	119.99	3.4	4.4	1.9	deepPamir
72.640	37.956	120.04	2.4	4.3	1.9	deepPamir
71.777	37.309	120.06	2.9	3.8	1.9	deepPamir
71.904	37.510	120.07	4.7	2.8	1.9	deepPamir
71.725	37.294	120.09	3.9	3.2	1.9	deepPamir
72.161	37.673	120.14	2.5	3.7	1.9	deepPamir
73.198	38.264	120.19	2.3	4.4	1.9	deepPamir
71.716	37.315	120.21	2.6	4.2	1.9	deepPamir
71.731	37.205	120.22	2.7	6.6	1.9	deepPamir
72.430	37.919	120.24	2.6	3.2	1.9	deepPamir
71.795	37.259	120.25	2.6	4.3	1.9	deepPamir
72.426	37.910	120.25	3.4	2.4	1.9	deepPamir
72.435	37.839	120.27	3.6	2.6	1.9	deepPamir
71.997	37.618	120.28	2.2	3.8	1.9	deepPamir
73.171	38.251	120.31	2.0	5.0	1.9	deepPamir
73.271	38.282	120.31	1.9	4.7	1.9	deepPamir
71.643	36.983	120.35	3.1	3.4	1.9	deepPamir
73.306	38.396	120.39	3.1	2.5	1.9	deepPamir
73.182	38.252	120.43	2.4	4.1	1.9	deepPamir
71.905	37.543	120.44	2.7	4.2	1.9	deepPamir
71.903	37.472	120.45	2.8	3.6	1.9	deepPamir
72.013	37.619	120.45	3.3	2.9	1.9	deepPamir
71.748	37.328	120.47	3.6	4.8	1.9	deepPamir
73.502	38.428	120.48	2.9	2.2	1.9	deepPamir
71.830	36.934	120.58	2.9	6.9	-	deepPamir
72.235	37.761	120.58	3.3	3.9	1.9	deepPamir
71.979	37.313	120.61	2.6	3.8	1.9	deepPamir
71.693	37.256	120.62	4.0	3.2	1.9	deepPamir
72.272	37.738	120.69	2.3	5.8	1.9	deepPamir
74.124	38.431	120.70	2.3	3.8	1.9	deepPamir
72.250	37.741	120.90	2.8	4.9	1.9	deepPamir
73.057	38.236	120.92	3.3	2.3	1.9	deepPamir
71.722	37.259	120.94	2.8	5.4	1.9	deepPamir
72.660	38.094	120.97	3.0	7.0	-	deepPamir
71.659	37.131	121.00	2.3	10.1	1.9	deepPamir
72.188	37.421	121.00	2.6	6.3	1.9	deepPamir
71.759	37.239	121.02	2.4	6.9	1.9	deepPamir
75.257	38.348	121.05	2.2	4.7	-	deepPamir
71.724	37.121	121.06	3.2	6.4	1.9	deepPamir
71.939	37.482	121.07	2.3	5.2	1.9	deepPamir
72.014	37.618	121.12	3.0	2.2	1.9	deepPamir
72.364	37.868	121.17	3.5	2.1	1.9	deepPamir
71.695	37.222	121.21	2.5	4.4	1.9	deepPamir
73.178	38.259	121.24	2.2	3.4	1.9	deepPamir
71.828	37.171	121.27	2.9	4.2	1.9	deepPamir
72.592	37.976	121.30	2.9	3.1	1.9	deepPamir
71.727	37.284	121.31	2.4	3.6	1.9	deepPamir
71.732	37.289	121.34	3.0	2.8	1.9	deepPamir
71.802	37.306	121.34	3.5	2.4	1.9	deepPamir
71.962	37.577	121.37	2.7	4.7	1.9	deepPamir
73.179	38.252	121.39	2.3	3.6	1.9	deepPamir
71.684	37.241	121.43	3.4	2.8	1.9	deepPamir
74.125	38.428	121.47	2.8	3.0	1.9	deepPamir
72.114	37.635	121.48	3.2	2.4	1.9	deepPamir
71.774	37.211	121.50	2.4	6.0	1.9	deepPamir
72.054	37.578	121.62	2.4	6.1	1.9	deepPamir
71.724	37.297	121.63	2.6	5.4	1.9	deepPamir
72.482	37.854	121.64	2.9	3.0	1.9	deepPamir
72.045	37.527	121.66	2.5	3.0	1.9	deepPamir
71.798	37.320	121.68	3.2	3.2	1.9	deepPamir
71.815	37.326	121.69	2.8	2.7	1.9	deepPamir
72.157	37.677	121.70	2.9	2.7	1.9	deepPamir
73.188	38.260	121.70	2.8	3.1	1.9	deepPamir
71.740	37.333	121.76	3.4	2.2	1.9	deepPamir
72.243	37.534	121.76	2.6	3.6	1.9	deepPamir
72.013	37.602	121.85	3.5	2.7	1.9	deepPamir
71.948	37.521	121.86	5.3	3.3	1.9	deepPamir
73.091	38.236	121.86	2.5	3.4	1.9	deepPamir
71.713	37.232	121.87	2.7	3.3	1.9	deepPamir
71.750	37.293	121.87	2.7	2.6	1.9	deepPamir
72.209	37.729	121.87	4.2	2.2	1.9	deepPamir
73.177	38.274	121.88	2.4	3.5	1.9	deepPamir
72.072	37.621	121.91	2.5	3.1	1.9	deepPamir
74.408	38.372	121.96	2.3	4.2	1.9	deepPamir
71.771	37.223	121.98	2.8	4.4	1.9	deepPamir
72.501	37.937	122.07	2.8	7.8	1.9	deepPamir
72.307	37.738	122.08	2.6	3.4	1.9	deepPamir
73.174	38.275	122.08	2.4	3.9	1.9	deepPamir
71.650	37.063	122.09	3.1	3.0	1.9	deepPamir
72.579	37.885	122.10	2.4	4.7	1.9	deepPamir
73.692	38.477	122.11	2.5	5.5	1.9	deepPamir
71.948	37.530	122.17	4.7	3.0	1.9	deepPamir
71.708	37.223	122.22	3.0	2.6	1.9	deepPamir
73.380	38.379	122.26	4.2	2.0	1.9	deepPamir
72.083	37.652	122.29	2.4	5.1	1.9	deepPamir
72.094	37.462	122.35	2.5	5.1	-	deepPamir
71.667	37.073	122.37	2.9	3.5	1.9	deepPamir
72.127	37.650	122.39	2.9	5.5	1.9	deepPamir
71.722	37.222	122.41	3.1	6.8	1.9	deepPamir
75.711	38.210	122.46	2.7	5.4	1.9	deepPamir
71.794	37.305	122.56	2.3	4.4	1.9	deepPamir
71.839	37.323	122.56	3.0	3.3	1.9	deepPamir
71.733	37.248	122.58	3.1	2.8	1.9	deepPamir
73.758	38.396	122.58	2.8	3.2	1.9	deepPamir
73.795	38.371	122.59	2.8	3.1	1.9	deepPamir
71.763	37.180	122.62	3.2	3.4	1.9	deepPamir
72.158	37.695	122.64	3.4	5.3	1.9	deepPamir
71.674	36.963	122.65	3.0	3.7	1.9	deepPamir
71.745	37.330	122.70	2.4	4.0	1.9	deepPamir
71.829	37.311	122.72	2.9	4.0	1.9	deepPamir
71.746	37.077	122.75	3.0	3.5	1.9	deepPamir
73.184	38.258	122.76	2.5	4.0	1.9	deepPamir
71.799	37.311	122.79	3.3	3.1	1.9	deepPamir
73.187	38.260	122.79	2.1	3.7	1.9	deepPamir
72.833	38.022	122.88	2.9	3.5	-	deepPamir
73.666	38.383	122.93	2.0	4.9	1.9	deepPamir
72.116	37.669	122.94	4.0	3.4	1.9	deepPamir
73.350	38.401	122.95	3.1	2.7	1.9	deepPamir
73.084	38.282	123.00	2.7	3.3	1.9	deepPamir
74.782	38.212	123.05	2.8	5.3	-	deepPamir
71.830	37.337	123.08	2.5	2.8	1.9	deepPamir
71.916	37.465	123.09	2.8	4.8	1.9	deepPamir
72.435	37.913	123.14	3.1	2.2	1.9	deepPamir
72.203	37.690	123.19	3.0	3.8	1.9	deepPamir
71.775	37.330	123.22	3.6	2.8	1.9	deepPamir
72.272	37.711	123.24	2.9	4.8	1.9	deepPamir
73.309	38.322	123.27	2.8	2.7	1.9	deepPamir
73.181	38.259	123.28	2.7	3.5	1.9	deepPamir
72.368	37.818	123.32	2.5	3.5	1.9	deepPamir
73.811	38.469	123.32	2.2	5.4	1.9	deepPamir
72.277	37.598	123.40	3.3	5.7	1.9	deepPamir
71.783	37.256	123.41	3.8	2.3	1.9	deepPamir
73.764	38.431	123.41	2.3	3.0	1.9	deepPamir
73.750	38.413	123.48	4.5	2.8	1.9	deepPamir
71.722	37.253	123.49	2.4	4.7	1.9	deepPamir
72.446	37.835	123.49	2.9	2.3	1.9	deepPamir
71.982	37.536	123.53	2.9	4.9	1.9	deepPamir
71.764	37.278	123.58	2.4	7.1	1.9	deepPamir
71.809	37.189	123.58	2.7	5.1	1.9	deepPamir
73.487	38.437	123.64	2.7	3.4	1.9	deepPamir
71.787	37.311	123.66	2.3	3.8	1.9	deepPamir
73.696	38.420	123.66	3.5	2.7	1.9	deepPamir
72.199	37.661	123.69	2.5	4.8	1.9	deepPamir
71.687	37.615	123.73	2.7	12.9	-	deepPamir
71.714	37.218	123.76	2.7	2.8	1.9	deepPamir
72.293	37.747	123.78	2.3	7.1	1.9	deepPamir
73.510	38.408	123.78	4.3	1.7	1.9	deepPamir
73.938	38.460	123.89	3.2	19.4	-	deepPamir
71.825	37.331	123.95	3.0	3.3	1.9	deepPamir
72.262	37.538	123.96	2.2	3.6	1.9	deepPamir
73.528	38.368	123.97	1.9	7.7	-	deepPamir
72.183	37.688	124.05	3.6	2.4	1.9	deepPamir
72.197	37.730	124.08	4.1	4.0	1.9	deepPamir
71.754	37.210	124.12	2.7	3.5	1.9	deepPamir
71.685	37.223	124.14	2.6	4.8	1.9	deepPamir
72.537	37.864	124.16	3.1	2.7	1.9	deepPamir
71.738	37.256	124.24	2.4	5.2	1.9	deepPamir
71.738	37.338	124.28	3.2	2.6	1.9	deepPamir
72.283	37.559	124.31	2.6	5.2	1.9	deepPamir
72.024	37.580	124.33	2.3	7.0	1.9	deepPamir
72.204	37.624	124.34	2.6	3.1	1.9	deepPamir
73.754	38.354	124.35	4.0	2.2	1.9	deepPamir
71.844	37.381	124.42	3.3	4.9	1.9	deepPamir
71.862	37.365	124.43	3.5	3.3	1.9	deepPamir
71.753	37.333	124.45	2.8	3.1	1.9	deepPamir
73.770	38.410	124.45	4.2	2.5	1.9	deepPamir
75.359	38.343	124.46	3.6	4.7	1.9	deepPamir
71.870	37.392	124.49	3.5	5.5	1.9	deepPamir
72.089	37.649	124.55	3.1	4.0	1.9	deepPamir
72.196	37.715	124.66	3.0	3.5	1.9	deepPamir
73.513	38.408	124.67	3.6	2.7	1.9	deepPamir
71.743	37.346	124.82	2.8	3.9	1.9	deepPamir
71.803	37.382	124.83	3.5	4.4	1.9	deepPamir
72.720	37.928	124.84	2.6	4.6	1.9	deepPamir
73.513	38.405	124.84	4.6	1.6	1.9	deepPamir
72.087	37.639	124.88	3.2	2.7	1.9	deepPamir
72.442	37.864	124.93	2.9	2.5	1.9	deepPamir
71.985	37.513	125.00	2.4	4.6	1.9	deepPamir
72.251	37.723	125.01	3.6	2.5	1.9	deepPamir
72.368	37.846	125.01	3.2	2.2	1.9	deepPamir
72.371	37.875	125.01	3.0	7.5	1.9	deepPamir
71.726	37.272	125.02	3.7	3.6	1.9	deepPamir
71.944	37.310	125.05	2.5	5.6	1.9	deepPamir
72.972	38.181	125.10	3.6	2.8	-	deepPamir
71.860	37.369	125.11	2.5	5.0	1.9	deepPamir
72.496	37.904	125.13	2.8	2.8	1.9	deepPamir
73.196	38.265	125.17	2.4	4.0	1.9	deepPamir
71.805	37.174	125.18	3.1	5.5	1.9	deepPamir
72.307	37.820	125.19	3.5	2.2	1.9	deepPamir
71.878	37.510	125.37	2.9	5.3	1.9	deepPamir
71.863	37.356	125.42	3.9	2.7	1.9	deepPamir
71.867	37.366	125.46	2.7	3.7	1.9	deepPamir
71.965	37.238	125.52	4.0	3.9	1.9	deepPamir
71.805	37.173	125.55	3.3	3.6	1.9	deepPamir
72.638	37.898	125.55	2.3	2.8	1.9	deepPamir
73.247	38.468	125.56	3.8	12.3	-	deepPamir
71.739	37.330	125.59	2.6	3.6	1.9	deepPamir
71.737	37.186	125.63	3.1	3.4	1.9	deepPamir
71.782	37.168	125.66	3.1	3.0	1.9	deepPamir
72.083	37.627	125.66	2.9	3.9	1.9	deepPamir
71.838	37.322	125.67	3.0	4.4	1.9	deepPamir
72.406	37.896	125.70	2.6	4.1	1.9	deepPamir
72.494	37.860	125.70	4.3	2.0	1.9	deepPamir
72.017	37.412	125.71	3.2	4.5	1.9	deepPamir
71.901	37.392	125.73	2.4	4.6	1.9	deepPamir
71.997	37.575	125.75	2.9	4.9	1.9	deepPamir
71.843	37.256	125.76	3.8	3.7	1.9	deepPamir
72.453	37.856	125.77	2.5	2.6	1.9	deepPamir
71.800	37.289	125.82	2.9	4.3	1.9	deepPamir
72.724	37.912	125.83	2.4	5.1	1.9	deepPamir
71.805	37.170	125.86	3.1	3.8	1.9	deepPamir
72.470	37.948	125.88	4.3	4.3	1.9	deepPamir
72.065	37.549	125.89	3.9	4.4	1.9	deepPamir
72.085	37.667	125.89	3.4	4.6	1.9	deepPamir
71.838	37.339	125.94	2.7	4.8	1.9	deepPamir
72.457	37.908	125.96	3.2	3.1	1.9	deepPamir
73.610	38.361	125.97	2.9	3.1	1.9	deepPamir
71.825	37.353	126.03	2.8	2.9	1.9	deepPamir
75.326	38.340	126.03	2.7	6.7	1.9	deepPamir
71.782	37.328	126.11	2.5	3.3	1.9	deepPamir
72.112	37.646	126.12	3.3	2.7	1.9	deepPamir
71.838	37.309	126.15	2.3	4.0	1.9	deepPamir
71.844	37.327	126.16	2.7	2.8	1.9	deepPamir
72.397	37.912	126.16	3.0	5.4	1.9	deepPamir
75.398	38.397	126.16	4.1	4.3	1.9	deepPamir
71.926	37.522	126.25	3.2	3.1	1.9	deepPamir
71.730	37.226	126.27	3.5	3.1	1.9	deepPamir
74.184	38.483	126.28	5.7	13.7	-	deepPamir
72.174	37.673	126.32	2.1	3.4	1.9	deepPamir
72.081	37.565	126.39	3.0	4.1	1.9	deepPamir
72.608	37.894	126.57	2.7	3.3	1.9	deepPamir
71.826	37.316	126.58	2.5	4.6	1.9	deepPamir
71.892	37.361	126.59	2.9	3.9	1.9	deepPamir
72.371	37.909	126.73	4.6	4.6	1.9	deepPamir
72.329	37.820	126.74	2.6	5.6	1.9	deepPamir
72.076	37.544	126.84	2.9	5.2	1.9	deepPamir
72.569	37.861	126.86	2.9	2.6	1.9	deepPamir
71.799	37.348	126.95	2.4	4.4	1.9	deepPamir
71.876	37.363	126.95	4.6	2.2	1.9	deepPamir
71.869	37.371	126.98	3.6	3.3	1.9	deepPamir
71.911	37.351	126.99	3.7	2.9	1.9	deepPamir
72.187	37.640	127.00	2.9	3.1	1.9	deepPamir
71.784	37.150	127.04	5.5	4.1	1.9	deepPamir
71.954	37.474	127.11	3.3	2.7	1.9	deepPamir
71.815	37.296	127.22	3.0	3.3	1.9	deepPamir
72.602	37.952	127.28	2.7	3.4	1.9	deepPamir
71.957	37.418	127.31	2.4	3.9	1.9	deepPamir
74.150	38.459	127.32	2.5	4.2	-	deepPamir
71.990	37.401	127.34	2.2	5.9	1.9	deepPamir
71.845	37.314	127.36	4.2	3.2	1.9	deepPamir
71.918	37.391	127.38	2.2	8.1	1.9	deepPamir
71.895	37.367	127.39	3.1	3.7	1.9	deepPamir
73.870	38.399	127.48	3.5	1.9	1.9	deepPamir
71.928	37.294	127.51	3.3	3.0	1.9	deepPamir
73.732	38.384	127.51	4.0	2.6	1.9	deepPamir
71.893	37.358	127.53	2.8	2.7	1.9	deepPamir
71.831	37.166	127.60	2.5	5.8	1.9	deepPamir
73.059	38.069	127.69	2.5	3.5	-	deepPamir
73.366	38.348	127.70	3.7	2.0	1.9	deepPamir
71.904	37.328	127.74	3.1	3.0	1.9	deepPamir
71.906	37.169	127.75	3.0	12.5	1.9	deepPamir
71.899	37.341	127.80	3.8	3.4	1.9	deepPamir
72.035	37.533	127.80	3.1	2.4	1.9	deepPamir
71.881	37.371	127.84	2.9	2.6	1.9	deepPamir
71.835	37.156	127.86	2.6	4.3	1.9	deepPamir
73.946	38.339	127.86	3.0	2.9	1.9	deepPamir
73.950	38.417	127.91	2.4	3.7	1.9	deepPamir
73.826	38.378	127.92	2.6	4.9	1.9	deepPamir
71.835	37.191	127.94	4.1	3.0	1.9	deepPamir
74.413	38.392	127.95	2.5	5.9	1.9	deepPamir
71.874	37.191	127.96	3.0	5.0	1.9	deepPamir
71.781	37.337	127.97	2.4	4.1	1.9	deepPamir
71.889	37.368	128.05	3.5	3.4	1.9	deepPamir
71.990	37.460	128.07	2.8	4.6	1.9	deepPamir
71.753	37.258	128.09	3.3	2.9	1.9	deepPamir
75.209	38.396	128.09	2.4	3.2	-	deepPamir
74.305	38.423	128.10	2.9	5.4	-	deepPamir
